"lemma","part_of_speech","dle_lemma","dle_url","is_model_verb","model_verbs"
"cuello","sustantivo","cuello","https://dle.rae.es/cuello#BZp5877","",""
"nada","adverbio","nada","https://dle.rae.es/nada#QCFVQse","",""
"canto","sustantivo","canto","https://dle.rae.es/canto#7DBlluB","",""
"debut","sustantivo","debut","https://dle.rae.es/debut#BuUXOBh","",""
"simbólico","adjetivo","simbólico","https://dle.rae.es/simb%C3%B3lico#XugV96c","",""
"contribución","sustantivo","contribución","https://dle.rae.es/contribuci%C3%B3n#AeJZFYT","",""
"capacitación","sustantivo","capacitación","https://dle.rae.es/capacitaci%C3%B3n#7HamHPs","",""
"trato","sustantivo","trato","https://dle.rae.es/trato#aX7AnVT","",""
"utilidad","sustantivo","utilidad","https://dle.rae.es/utilidad#bCawSlI","",""
"ocupación","sustantivo","ocupación","https://dle.rae.es/ocupaci%C3%B3n#Qu0oRKT","",""
"concesión","sustantivo","concesión","https://dle.rae.es/concesi%C3%B3n#A7vOPVe","",""
"traje","sustantivo","traje","https://dle.rae.es/traje#aFwYxH9","",""
"ácido","sustantivo","ácido","https://dle.rae.es/%C3%A1cido#0TYpfPc","",""
"premiar","verbo","premiar","https://dle.rae.es/premiar#U1P0Lh1","0","anunciar"
"armar","verbo","armar","https://dle.rae.es/armar#3aoPllh","0",""
"descansar","verbo","descansar","https://dle.rae.es/descansar#Cbf2w9c","0",""
"reproducción","sustantivo","reproducción","https://dle.rae.es/reproducci%C3%B3n#W5FSv2Q","",""
"caliente","adjetivo","caliente","https://dle.rae.es/caliente#6nrQsN4","",""
"normalmente","adverbio","normalmente","https://dle.rae.es/normalmente#QcWzHmw","",""
"obligatorio","adjetivo","obligatorio","https://dle.rae.es/obligatorio#QnTgCTZ","",""
"mexicano","sustantivo","mexicano","https://dle.rae.es/mexicano#P8xBcGR","",""
"guiar","verbo","guiar","https://dle.rae.es/guiar#Joxyom6","0","enviar"
"comprensión","sustantivo","comprensión","https://dle.rae.es/comprensi%C3%B3n#A37FnFc","",""
"embajada","sustantivo","embajada","https://dle.rae.es/embajada#EZZVevr","",""
"dañar","verbo","dañar","https://dle.rae.es/da%C3%B1ar#BrdY6Ro","0",""
"ópera","sustantivo","ópera","https://dle.rae.es/%C3%B3pera#R5sDj83","",""
"comicios","sustantivo","comicios","https://dle.rae.es/comicios#9w25qhc","",""
"supuestamente","adverbio","supuestamente","https://dle.rae.es/supuestamente#YmcTtG8","",""
"imaginación","sustantivo","imaginación","https://dle.rae.es/imaginaci%C3%B3n#L08fZIc","",""
"fiel","adjetivo","fiel","https://dle.rae.es/fiel#Hro2nBC","",""
"dignidad","sustantivo","dignidad","https://dle.rae.es/dignidad#DlX5ZXZ","",""
"preferencia","sustantivo","preferencia","https://dle.rae.es/preferencia#TynWJVc","",""
"importación","sustantivo","importación","https://dle.rae.es/importaci%C3%B3n#L5Tppza","",""
"divertido","adjetivo","divertido","https://dle.rae.es/divertido#E0pO7wd","",""
"delicado","adjetivo","delicado","https://dle.rae.es/delicado#C7Os6to","",""
"satisfacer","verbo","satisfacer","https://dle.rae.es/satisfacer#XLL03np","0","hacer"
"retrato","sustantivo","retrato","https://dle.rae.es/retrato#WK0XDqv","",""
"charla","sustantivo","charla","https://dle.rae.es/charla#8cUhUmA","",""
"vocación","sustantivo","vocación","https://dle.rae.es/vocaci%C3%B3n#bzINevX","",""
"metropolitano","adjetivo","metropolitano","https://dle.rae.es/metropolitano#P8iAvJc","",""
"misterio","sustantivo","misterio","https://dle.rae.es/misterio#PPVzcmY","",""
"gestionar","verbo","gestionar","https://dle.rae.es/gestionar#JAQijnd","0",""
"centenar","sustantivo","centenar","https://dle.rae.es/centenar#8EmxyMW","",""
"terrible","adjetivo","terrible","https://dle.rae.es/terrible#ZcScOBQ","",""
"oriental","adjetivo","oriental","https://dle.rae.es/oriental#RCOoAfL","",""
"cable","sustantivo","cable","https://dle.rae.es/cable#6RZJCpH","",""
"impresionante","adjetivo","impresionante","https://dle.rae.es/impresionante#L6qXS20","",""
"onda","sustantivo","onda","https://dle.rae.es/onda#R3xIuys","",""
"horizonte","sustantivo","horizonte","https://dle.rae.es/horizonte#KeeuMYG","",""
"paralelo","adjetivo","paralelo","https://dle.rae.es/paralelo#Rr2hl8R","",""
"complejidad","sustantivo","complejidad","https://dle.rae.es/complejidad#A1I9RYm","",""
"anticipar","verbo","anticipar","https://dle.rae.es/anticipar#2prPs33","0",""
"espiritual","adjetivo","espiritual","https://dle.rae.es/espiritual#GcXFczH","",""
"equivocar","verbo","equivocar","https://dle.rae.es/equivocar#G0jWiIZ","0",""
"confundir","verbo","confundir","https://dle.rae.es/confundir#AHaRqKT","0",""
"productividad","sustantivo","productividad","https://dle.rae.es/productividad#UH8mXZv","",""
"nocturno","adjetivo","nocturno","https://dle.rae.es/nocturno#QYpvvAq","",""
"pescado","sustantivo","pescado","https://dle.rae.es/pescado#SmQNqI2","",""
"arroz","sustantivo","arroz","https://dle.rae.es/arroz#3oGWULX","",""
"canciller","sustantivo","canciller","https://dle.rae.es/canciller#74Y2ycs","",""
"borde","sustantivo","borde","https://dle.rae.es/borde#5tr9JXy","",""
"creatividad","sustantivo","creatividad","https://dle.rae.es/creatividad#BD3eZdM","",""
"tercio","sustantivo","tercio","https://dle.rae.es/tercio#ZXOWPIX","",""
"diplomático","adjetivo","diplomático","https://dle.rae.es/diplom%C3%A1tico#DpfZARt","",""
"bombero","sustantivo","bombero","https://dle.rae.es/bombero#5pfRKTI","",""
"exhibición","sustantivo","exhibición","https://dle.rae.es/exhibici%C3%B3n#HEptUJk","",""
"volante","sustantivo","volante","https://dle.rae.es/volante#c0atLqI","",""
"mamá","sustantivo","mamá","https://dle.rae.es/mam%C3%A1#O5a03Rk","",""
"llorar","verbo","llorar","https://dle.rae.es/llorar#NVzTcUw","0",""
"navidad","sustantivo","navidad","https://dle.rae.es/navidad#QJIetrS","",""
"periodismo","sustantivo","periodismo","https://dle.rae.es/periodismo#SdXSbMM","",""
"ampliación","sustantivo","ampliación","https://dle.rae.es/ampliaci%C3%B3n#2Rc5JO5","",""
"activo","sustantivo","activo","https://dle.rae.es/activo#0clfXYb","",""
"salvo","adjetivo","salvo","https://dle.rae.es/salvo#X8yVIlK","",""
"acompañado","adjetivo","acompañado","https://dle.rae.es/acompa%C3%B1ado#0XOe73W","",""
"convivencia","sustantivo","convivencia","https://dle.rae.es/convivencia#AhSY7bu","",""
"fino","adjetivo","fino","https://dle.rae.es/fino#HyMA6F7","",""
"motivación","sustantivo","motivación","https://dle.rae.es/motivaci%C3%B3n#Pw7w4I0","",""
"forestal","adjetivo","forestal","https://dle.rae.es/forestal#IEeNomR","",""
"televisivo","adjetivo","televisivo","https://dle.rae.es/televisivo#ZO4Tk7d","",""
"beca","sustantivo","beca","https://dle.rae.es/beca#5H6Z9Jt","",""
"viajero","sustantivo","viajero","https://dle.rae.es/viajero#bioXk2n","",""
"silla","sustantivo","silla","https://dle.rae.es/silla#XtQvCwh","",""
"favorito","sustantivo","favorito","https://dle.rae.es/favorito#Hh5BEDz","",""
"exacto","adjetivo","exacto","https://dle.rae.es/exacto#HAONjvN","",""
"considerado","adjetivo","considerado","https://dle.rae.es/considerado#APh6dSg","",""
"jazz","sustantivo","jazz","https://dle.rae.es/jazz#MOox3ni","",""
"fundamentalmente","adverbio","fundamentalmente","https://dle.rae.es/fundamentalmente#IbuaIQC","",""
"quejar","verbo","quejar","https://dle.rae.es/quejar#UlzwgCT","0",""
"tío","sustantivo","tío","https://dle.rae.es/t%C3%ADo#ZoWtFfy","",""
"arco","sustantivo","arco","https://dle.rae.es/arco#3TE56ZB","",""
"presionar","verbo","presionar","https://dle.rae.es/presionar#U6kLEAi","0",""
"expediente","sustantivo","expediente","https://dle.rae.es/expediente#HIBt7mX","",""
"sigla","sustantivo","sigla","https://dle.rae.es/sigla#XqwEQdl","",""
"reducido","adjetivo","reducido","https://dle.rae.es/reducido#VZziGtR","",""
"instante","sustantivo","instante","https://dle.rae.es/instante#LmlGBOx","",""
"movilización","sustantivo","movilización","https://dle.rae.es/movilizaci%C3%B3n#Pxe8DsC","",""
"propiciar","verbo","propiciar","https://dle.rae.es/propiciar#UNhHPJp","0","anunciar"
"acostumbrar","verbo","acostumbrar","https://dle.rae.es/acostumbrar#0a77JpM","0",""
"domicilio","sustantivo","domicilio","https://dle.rae.es/domicilio#E6cyAL3","",""
"recalcar","verbo","recalcar","https://dle.rae.es/recalcar#VN5evdt","0",""
"prestación","sustantivo","prestación","https://dle.rae.es/prestaci%C3%B3n#U6q7XKf","",""
"rato","sustantivo","rato","https://dle.rae.es/rato#VEKIuUF","",""
"diente","sustantivo","diente","https://dle.rae.es/diente#DiDC7iY","",""
"debilidad","sustantivo","debilidad","https://dle.rae.es/debilidad#BuAoNQi","",""
"perdido","adjetivo","perdido","https://dle.rae.es/perdido#SYPEPhR","",""
"alertar","verbo","alertar","https://dle.rae.es/alertar#1ib1iNg","0",""
"lago","sustantivo","lago","https://dle.rae.es/lago#MnzSnFp","",""
"satisfecho","adjetivo","satisfecho","https://dle.rae.es/satisfecho#XLOkzU4","",""
"telecomunicación","sustantivo","telecomunicación","https://dle.rae.es/telecomunicaci%C3%B3n#ZLVO47g","",""
"inicialmente","adverbio","inicialmente","https://dle.rae.es/inicialmente#LcKMFRq","",""
"posiblemente","adverbio","posiblemente","https://dle.rae.es/posiblemente#TnQKS4U","",""
"agresivo","adjetivo","agresivo","https://dle.rae.es/agresivo#19Y31Cf","",""
"foco","sustantivo","foco","https://dle.rae.es/foco#I8whSTb","",""
"innovador","adjetivo","innovador","https://dle.rae.es/innovador#Lgx27dt","",""
"eterno","adjetivo","eterno","https://dle.rae.es/eterno#H3hSazV","",""
"set","sustantivo","set","https://dle.rae.es/set#XjWv70c","",""
"solitario","adjetivo","solitario","https://dle.rae.es/solitario#YId5svt","",""
"diagnosticar","verbo","diagnosticar","https://dle.rae.es/diagnosticar#De7qNYD","0",""
"bonito","adjetivo","bonito","https://dle.rae.es/bonito#5rVKGkX","",""
"regir","verbo","regir","https://dle.rae.es/regir#ViydM42","0","pedir"
"italiano","sustantivo","italiano","https://dle.rae.es/italiano#MDYQFjI","",""
"planificación","sustantivo","planificación","https://dle.rae.es/planificaci%C3%B3n#TJwPLbd","",""
"variante","sustantivo","variante","https://dle.rae.es/variante#bNiE8QK","",""
"monumento","sustantivo","monumento","https://dle.rae.es/monumento#PlDhkfD","",""
"inauguración","sustantivo","inauguración","https://dle.rae.es/inauguraci%C3%B3n#LC5vPH3","",""
"pez","sustantivo","pez","https://dle.rae.es/pez#SqyV2F4","",""
"camiseta","sustantivo","camiseta","https://dle.rae.es/camiseta#6yMZCbz","",""
"estricto","adjetivo","estricto","https://dle.rae.es/estricto#GzmNU9j","",""
"suministro","sustantivo","suministro","https://dle.rae.es/suministro#YhcoEgd","",""
"programar","verbo","programar","https://dle.rae.es/programar#UJWsNlv","0",""
"voluntario","adjetivo","voluntario","https://dle.rae.es/voluntario#c2k2usd","",""
"disputa","sustantivo","disputa","https://dle.rae.es/disputa#DxqPMs4","",""
"leve","adjetivo","leve","https://dle.rae.es/leve#NCUSyGm","",""
"estrecho","adjetivo","estrecho","https://dle.rae.es/estrecho#Gy0GRhJ","",""
"mentira","sustantivo","mentira","https://dle.rae.es/mentira#Ox7CoE4","",""
"restante","adjetivo","restante","https://dle.rae.es/restante#WE0ICym","",""
"celular","sustantivo","celular","https://dle.rae.es/celular#8B9MNav","",""
"docente","adjetivo","docente","https://dle.rae.es/docente#E30trd8","",""
"primo","adjetivo","primo","https://dle.rae.es/primo#UBQk8bX","",""
"parámetro","sustantivo","parámetro","https://dle.rae.es/par%C3%A1metro#Rrl8oAZ","",""
"sonrisa","sustantivo","sonrisa","https://dle.rae.es/sonrisa#YMwB3Tw","",""
"animal","adjetivo","animal","https://dle.rae.es/animal#2h2JkZX","",""
"aspirante","sustantivo","aspirante","https://dle.rae.es/aspirante#44JDcIT","",""
"fortuna","sustantivo","fortuna","https://dle.rae.es/fortuna#IHQ5l0O","",""
"rojo","sustantivo","rojo","https://dle.rae.es/rojo#WcdRRD4","",""
"galardón","sustantivo","galardón","https://dle.rae.es/galard%C3%B3n#Iiq8Qrh","",""
"arrastrar","verbo","arrastrar","https://dle.rae.es/arrastrar#3gLZSm9","0",""
"centímetro","sustantivo","centímetro","https://dle.rae.es/cent%C3%ADmetro#8FRrQbQ","",""
"sonoro","adjetivo","sonoro","https://dle.rae.es/sonoro#YMpSVPm","",""
"excluir","verbo","excluir","https://dle.rae.es/excluir#HCmvu7c","0","construir"
"desigualdad","sustantivo","desigualdad","https://dle.rae.es/desigualdad#D5yhCb5","",""
"corona","sustantivo","corona","https://dle.rae.es/corona#AvKOq1e","",""
"compatriota","sustantivo","compatriota","https://dle.rae.es/compatriota#A08frDp","",""
"africano","adjetivo","africano","https://dle.rae.es/africano#11CPySQ","",""
"reloj","sustantivo","reloj","https://dle.rae.es/reloj#VqzLaVZ","",""
"traslado","sustantivo","traslado","https://dle.rae.es/traslado#aRmMAJS","",""
"químico","sustantivo","químico","https://dle.rae.es/qu%C3%ADmico#Us0hxUS","",""
"polémico","adjetivo","polémico","https://dle.rae.es/pol%C3%A9mico#TVjhw0E","",""
"sida","sustantivo","sida","https://dle.rae.es/sida#XpDOh4A","",""
"bono","sustantivo","bono","https://dle.rae.es/bono#5raHxcs","",""
"inédito","adjetivo","inédito","https://dle.rae.es/in%C3%A9dito#LSGayH1","",""
"hierro","sustantivo","hierro","https://dle.rae.es/hierro#KNC9a9J","",""
"discriminación","sustantivo","discriminación","https://dle.rae.es/discriminaci%C3%B3n#DtDzVTs","",""
"ético","sustantivo","ético","https://dle.rae.es/%C3%A9tico#H3y8Ijj","",""
"afirmación","sustantivo","afirmación","https://dle.rae.es/afirmaci%C3%B3n#0yRb6Jp","",""
"experimental","adjetivo","experimental","https://dle.rae.es/experimental#HIllLh5","",""
"juzgado","sustantivo","juzgado","https://dle.rae.es/juzgado#MfX7sEE","",""
"conversar","verbo","conversar","https://dle.rae.es/conversar#AgeF4qO","0",""
"robot","sustantivo","robot","https://dle.rae.es/robot#WYRlhzm","",""
"atrever","verbo","atrever","https://dle.rae.es/atrever#4KTCwK0","0",""
"automático","adjetivo","automático","https://dle.rae.es/autom%C3%A1tico#4TO3M08","",""
"comandante","sustantivo","comandante","https://dle.rae.es/comandante#9sr3OWM","",""
"beber","verbo","beber","https://dle.rae.es/beber#5GiyY3M","0",""
"espejo","sustantivo","espejo","https://dle.rae.es/espejo#GXygkNV","",""
"santo","adjetivo","santo","https://dle.rae.es/santo#XGGB4k6","",""
"sindical","adjetivo","sindical","https://dle.rae.es/sindical#XxkcSzS","",""
"cocinar","verbo","cocinar","https://dle.rae.es/cocinar#9aukAUD","0",""
"inquietud","sustantivo","inquietud","https://dle.rae.es/inquietud#LiljMIG","",""
"vacío","adjetivo","vacío","https://dle.rae.es/vac%C3%ADo#bEnWlap","",""
"criminal","adjetivo","criminal","https://dle.rae.es/criminal#BGVsZ49","",""
"fácilmente","adverbio","fácilmente","https://dle.rae.es/f%C3%A1cilmente#HTAtoXS","",""
"queso","sustantivo","queso","https://dle.rae.es/queso#UoiP2xs","",""
"discapacidad","sustantivo","discapacidad","https://dle.rae.es/discapacidad#DrrD8s5","",""
"orgulloso","adjetivo","orgulloso","https://dle.rae.es/orgulloso#RCCCTJW","",""
"debatirse","verbo","debatirse","https://dle.rae.es/debatirse#BtpyU6E","0",""
"autorización","sustantivo","autorización","https://dle.rae.es/autorizaci%C3%B3n#4UXxkoH","",""
"destinado","adjetivo","destinado","https://dle.rae.es/destinado#DTtK4Mk","",""
"contundente","adjetivo","contundente","https://dle.rae.es/contundente#Af13C02","",""
"plástico","sustantivo","plástico","https://dle.rae.es/pl%C3%A1stico#TLksLOy","",""
"agudo","adjetivo","agudo","https://dle.rae.es/agudo#1EVel10","",""
"potenciar","verbo","potenciar","https://dle.rae.es/potenciar#Trl7IOU","0","anunciar"
"romántico","adjetivo","romántico","https://dle.rae.es/rom%C3%A1ntico#WeAXeCC","",""
"condena","sustantivo","condena","https://dle.rae.es/condena#AB91kKk","",""
"multa","sustantivo","multa","https://dle.rae.es/multa#Q3h5qfS","",""
"obviamente","adverbio","obviamente","https://dle.rae.es/obviamente#QqL65hE","",""
"examinar","verbo","examinar","https://dle.rae.es/examinar#HAoHbeq","0",""
"relativamente","adverbio","relativamente","https://dle.rae.es/relativamente#VpU4dF7","",""
"aparentemente","adverbio","aparentemente","https://dle.rae.es/aparentemente#35amSk8","",""
"repertorio","sustantivo","repertorio","https://dle.rae.es/repertorio#W1dYmrx","",""
"donación","sustantivo","donación","https://dle.rae.es/donaci%C3%B3n#E7oF9KZ","",""
"finalidad","sustantivo","finalidad","https://dle.rae.es/finalidad#HxIm0Nf","",""
"raza","sustantivo","raza","https://dle.rae.es/raza#VFM92Rm","",""
"lógico","adjetivo","lógico","https://dle.rae.es/l%C3%B3gico#NZEWqRA","",""
"colonia","sustantivo","colonia","https://dle.rae.es/colonia#9q7UjC4","",""
"perjudicar","verbo","perjudicar","https://dle.rae.es/perjudicar#Secr1Q0","0",""
"vídeo","sustantivo","vídeo","https://dle.rae.es/video#bm7DOSs","",""
"sancionar","verbo","sancionar","https://dle.rae.es/sancionar#XBX0Nxa","0",""
"renuncia","sustantivo","renuncia","https://dle.rae.es/renuncia#Vyqz9zm","",""
"qué","adverbio","qué","https://dle.rae.es/qu%C3%A9#UkdF1CE","",""
"claridad","sustantivo","claridad","https://dle.rae.es/claridad#9PLATiP","",""
"reclamo","sustantivo","reclamo","https://dle.rae.es/reclamo#VS94MJP","",""
"estándar","sustantivo","estándar","https://dle.rae.es/est%C3%A1ndar#GltBvT9","",""
"líquido","sustantivo","líquido","https://dle.rae.es/l%C3%ADquido#NPFPAGl","",""
"preservar","verbo","preservar","https://dle.rae.es/preservar#U6MfolN","0",""
"perfectamente","adverbio","perfectamente","https://dle.rae.es/perfectamente#SaYr2OA","",""
"pesca","sustantivo","pesca","https://dle.rae.es/pesca#SmL7hf2","",""
"rumor","sustantivo","rumor","https://dle.rae.es/rumor#WpuhTPl","",""
"violar","verbo","violar","https://dle.rae.es/violar#braKubI","0",""
"reemplazar","verbo","reemplazar","https://dle.rae.es/reemplazar#Vb008Am","0",""
"imprescindible","adjetivo","imprescindible","https://dle.rae.es/imprescindible#L6eq745","",""
"ubicación","sustantivo","ubicación","https://dle.rae.es/ubicaci%C3%B3n#b0PhW7b","",""
"formular","verbo","formular","https://dle.rae.es/formular#IFjax11","0",""
"vacío","sustantivo","vacío","https://dle.rae.es/vac%C3%ADo#bEnWlap","",""
"alejado","adjetivo","alejado","https://dle.rae.es/alejado#1hO30jx","",""
"planteamiento","sustantivo","planteamiento","https://dle.rae.es/planteamiento#TKUWw2i","",""
"terremoto","sustantivo","terremoto","https://dle.rae.es/terremoto#Zbv1taE","",""
"constar","verbo","constar","https://dle.rae.es/constar#ARBwfHT","0",""
"movilidad","sustantivo","movilidad","https://dle.rae.es/movilidad#PxccIuF","",""
"reporte","sustantivo","reporte","https://dle.rae.es/reporte#W3HQJvs","",""
"representativo","adjetivo","representativo","https://dle.rae.es/representativo#W4ddtlK","",""
"oficialmente","adverbio","oficialmente","https://dle.rae.es/oficialmente#Qvhobih","",""
"excelencia","sustantivo","excelencia","https://dle.rae.es/excelencia#HBYgzjT","",""
"proveer","verbo","proveer","https://dle.rae.es/proveer#UTasrC9","0","leer"
"separación","sustantivo","separación","https://dle.rae.es/separaci%C3%B3n#XchMbHZ","",""
"puntualizar","verbo","puntualizar","https://dle.rae.es/puntualizar#UgVm4i4","0",""
"cultivar","verbo","cultivar","https://dle.rae.es/cultivar#Beoktf0","0",""
