"lemma","part_of_speech","dle_lemma","dle_url","is_model_verb","model_verbs"
"paseo","sustantivo","paseo","https://dle.rae.es/paseo#S3qI7Xz","",""
"contestar","verbo","contestar","https://dle.rae.es/contestar#AV8tnVo","0",""
"cien","numeral","cien","https://dle.rae.es/cien#9AvLOOZ","",""
"alrededor","sustantivo","alrededor","https://dle.rae.es/alrededor#25hn3Sb","",""
"instrucción","sustantivo","instrucción","https://dle.rae.es/instrucci%C3%B3n#Lntig8K","",""
"portal","sustantivo","portal","https://dle.rae.es/portal#TjqJUpv","",""
"identificación","sustantivo","identificación","https://dle.rae.es/identificaci%C3%B3n#KtnL1Ha","",""
"favorito","adjetivo","favorito","https://dle.rae.es/favorito#Hh5BEDz","",""
"explotar","verbo","explotar","https://dle.rae.es/explotar#HKDxVB1","0",""
"inmediatamente","adverbio","inmediatamente","https://dle.rae.es/inmediatamente#Le5i92Y","",""
"pelear","verbo","pelear","https://dle.rae.es/pelear#SNRFqD4","0",""
"ubicado","adjetivo","ubicado","https://dle.rae.es/ubicado#b0R8gqJ","",""
"colaborador","sustantivo","colaborador","https://dle.rae.es/colaborador#9j3aNLq","",""
"muerto","adjetivo","muerto","https://dle.rae.es/muerto#Q0NUNXM","",""
"sensibilidad","sustantivo","sensibilidad","https://dle.rae.es/sensibilidad#XaAackN","",""
"increíble","adjetivo","increíble","https://dle.rae.es/incre%C3%ADble#LK5rEG0","",""
"culpa","sustantivo","culpa","https://dle.rae.es/culpa#BeATiJV","",""
"vinculado","adjetivo","vinculado","https://dle.rae.es/vincular#bqQ8nG8","",""
"estimular","verbo","estimular","https://dle.rae.es/estimular#Gsrzari","0",""
"restricción","sustantivo","restricción","https://dle.rae.es/restricci%C3%B3n#WEgzpII","",""
"árbitro","sustantivo","árbitro","https://dle.rae.es/%C3%A1rbitro#3QOnjsm","",""
"repartir","verbo","repartir","https://dle.rae.es/repartir#W0fVFWP","0",""
"físico","sustantivo","físico","https://dle.rae.es/f%C3%ADsico#Hzx5KSB","",""
"desastre","sustantivo","desastre","https://dle.rae.es/desastre#CUceyCB","",""
"culminar","verbo","culminar","https://dle.rae.es/culminar#BdmExFo","0",""
"veinte","numeral","veinte","https://dle.rae.es/veinte#bRVNaMB","",""
"circulación","sustantivo","circulación","https://dle.rae.es/circulaci%C3%B3n#9JZZdf1","",""
"variación","sustantivo","variación","https://dle.rae.es/variaci%C3%B3n#bNUSuZV","",""
"algo","adverbio","algo","https://dle.rae.es/algo#1nUry2t","",""
"corregir","verbo","corregir","https://dle.rae.es/corregir#AxqgueO","0","pedir"
"atlético","adjetivo","atlético","https://dle.rae.es/atl%C3%A9tico#4GSJAtd","",""
"grabación","sustantivo","grabación","https://dle.rae.es/grabaci%C3%B3n#JNyA4g6","",""
"muchacho","sustantivo","muchacho","https://dle.rae.es/muchacho#PynatQG","",""
"séptimo","numeral","séptimo","https://dle.rae.es/s%C3%A9ptimo#XdFAx6r","",""
"resistir","verbo","resistir","https://dle.rae.es/resistir#WAYmYNl","0",""
"reaccionar","verbo","reaccionar","https://dle.rae.es/reaccionar#VG8QmtK","0",""
"activar","verbo","activar","https://dle.rae.es/activar#0cgpL3L","0",""
"volar","verbo","volar","https://dle.rae.es/volar#c0hkHjM","0","contar"
"anoche","adverbio","anoche","https://dle.rae.es/anoche#2ixtg82","",""
"convención","sustantivo","convención","https://dle.rae.es/convenci%C3%B3n#AfhilPz","",""
"colectivo","sustantivo","colectivo","https://dle.rae.es/colectivo#9kxtVF3","",""
"triste","adjetivo","triste","https://dle.rae.es/triste#aigMiPJ","",""
"explosión","sustantivo","explosión","https://dle.rae.es/explosi%C3%B3n#HK5qjsx","",""
"alteración","sustantivo","alteración","https://dle.rae.es/alteraci%C3%B3n#26SfDhW","",""
"encargado","adjetivo","encargado","https://dle.rae.es/encargado#F0no87B","",""
"obstáculo","sustantivo","obstáculo","https://dle.rae.es/obst%C3%A1culo#QpTz5mV","",""
"detención","sustantivo","detención","https://dle.rae.es/detenci%C3%B3n#DZngZHc","",""
"dinámica","sustantivo","dinámica","https://dle.rae.es/din%C3%A1mico#DnmOkpJ","",""
"semilla","sustantivo","semilla","https://dle.rae.es/semilla#XXRpvAt","",""
"tramo","sustantivo","tramo","https://dle.rae.es/tramo#aGRaGrp","",""
"gozar","verbo","gozar","https://dle.rae.es/gozar#JNbAlxi","0",""
"ilusión","sustantivo","ilusión","https://dle.rae.es/ilusi%C3%B3n#KzR4947","",""
"tardar","verbo","tardar","https://dle.rae.es/tardar#ZBlVCVK","0",""
"soportar","verbo","soportar","https://dle.rae.es/soportar#YP82U9c","0",""
"deportista","sustantivo","deportista","https://dle.rae.es/deportista#CFF1Zkz","",""
"introducción","sustantivo","introducción","https://dle.rae.es/introducci%C3%B3n#M04jnTO","",""
"transparencia","sustantivo","transparencia","https://dle.rae.es/transparencia#aMOr1xH","",""
"hambre","sustantivo","hambre","https://dle.rae.es/hambre#K02yR30","",""
"columna","sustantivo","columna","https://dle.rae.es/columna#9rwfRUs","",""
"definitivamente","adverbio","definitivamente","https://dle.rae.es/definitivamente#C2ydEZP","",""
"intérprete","sustantivo","intérprete","https://dle.rae.es/int%C3%A9rprete#LwZs3t5","",""
"material","adjetivo","material","https://dle.rae.es/material#ObWToYw","",""
"retomar","verbo","retomar","https://dle.rae.es/retomar#WI5AZ8v","0",""
"juzgar","verbo","juzgar","https://dle.rae.es/juzgar#MfZSHIu","0",""
"gigante","sustantivo","gigante","https://dle.rae.es/gigante#JBGDlt0","",""
"sensible","adjetivo","sensible","https://dle.rae.es/sensible#XaIHaKO","",""
"captar","verbo","captar","https://dle.rae.es/captar#7M88XDA","0",""
"hueso","sustantivo","hueso","https://dle.rae.es/hueso#KlcuW2M","",""
"historiador","sustantivo","historiador","https://dle.rae.es/historiador#KWyHw0u","",""
"totalidad","sustantivo","totalidad","https://dle.rae.es/totalidad#aA4XGDE","",""
"nave","sustantivo","nave","https://dle.rae.es/nave#QIwcDgw","",""
"cuanto","relativo","cuanto","https://dle.rae.es/cuanto#BSKWl78","",""
"era","sustantivo","era","https://dle.rae.es/era#G0o10wX","",""
"secreto","adjetivo","secreto","https://dle.rae.es/secreto#XPMvDJ8","",""
"ganancia","sustantivo","ganancia","https://dle.rae.es/ganancia#Ips1Mqf","",""
"débil","adjetivo","débil","https://dle.rae.es/d%C3%A9bil#BuAjlGh","",""
"acoger","verbo","acoger","https://dle.rae.es/acoger#0VxZMOR","0",""
"amarillo","adjetivo","amarillo","https://dle.rae.es/amarillo#2F6Yopy","",""
"eficiencia","sustantivo","eficiencia","https://dle.rae.es/eficiencia#EPVwpUD","",""
"dedo","sustantivo","dedo","https://dle.rae.es/dedo#C0hXyqG","",""
"maravilloso","adjetivo","maravilloso","https://dle.rae.es/maravilloso#OMHfb7r","",""
"excesivo","adjetivo","excesivo","https://dle.rae.es/excesivo#HCASpXe","",""
"imprimir","verbo","imprimir","https://dle.rae.es/imprimir#L7WWOqr","0",""
"esencia","sustantivo","esencia","https://dle.rae.es/esencia#GOfryI4","",""
"parecer","sustantivo","parecer","https://dle.rae.es/parecer#RuYgUeM","",""
"designar","verbo","designar","https://dle.rae.es/designar#D5s74KK","0",""
"ocultar","verbo","ocultar","https://dle.rae.es/ocultar#Qttfw1R","0",""
"bar","sustantivo","bar","https://dle.rae.es/bar#509Y6Lw","",""
"convencional","adjetivo","convencional","https://dle.rae.es/convencional#Afhp8MG","",""
"coalición","sustantivo","coalición","https://dle.rae.es/coalici%C3%B3n#9WYr1rv","",""
"complicación","sustantivo","complicación","https://dle.rae.es/complicaci%C3%B3n#A1gBr5X","",""
"caro","adjetivo","caro","https://dle.rae.es/caro#7d34R35","",""
"consejero","sustantivo","consejero","https://dle.rae.es/consejero#AOnzJK2","",""
"cartero","sustantivo","cartero","https://dle.rae.es/cartero#7kFrJzq","",""
"sello","sustantivo","sello","https://dle.rae.es/sello#XUsdYcB","",""
"plástico","adjetivo","plástico","https://dle.rae.es/pl%C3%A1stico#TLksLOy","",""
"conquistar","verbo","conquistar","https://dle.rae.es/conquistar#ANZfcNv","0",""
"coche","sustantivo","coche","https://dle.rae.es/coche#9ZNs7ye","",""
"dios","sustantivo","dios","https://dle.rae.es/dios#DpH1nYv","",""
"transferencia","sustantivo","transferencia","https://dle.rae.es/transferencia#aJ8fjGo","",""
"carbono","sustantivo","carbono","https://dle.rae.es/carbono#7Sa5TYq","",""
"automóvil","sustantivo","automóvil","https://dle.rae.es/autom%C3%B3vil#4Tpk0J8","",""
"experimento","sustantivo","experimento","https://dle.rae.es/experimento#HIwnywu","",""
"uno","sustantivo","uno","https://dle.rae.es/uno#b6hEWeB","",""
"ideológico","adjetivo","ideológico","https://dle.rae.es/ideol%C3%B3gico#KuB1Bsg","",""
"pesado","adjetivo","pesado","https://dle.rae.es/pesado#SlsZN3g","",""
"tarifa","sustantivo","tarifa","https://dle.rae.es/tarifa#ZCKWPFd","",""
"sostenible","adjetivo","sostenible","https://dle.rae.es/sostenible#YSE9w6H","",""
"pensión","sustantivo","pensión","https://dle.rae.es/pensi%C3%B3n#STjpVeQ","",""
"toro","sustantivo","toro","https://dle.rae.es/toro#a6ZyZYZ","",""
"residir","verbo","residir","https://dle.rae.es/residir#W9ps3nd","0",""
"préstamo","sustantivo","préstamo","https://dle.rae.es/pr%C3%A9stamo#U73g6MY","",""
"orientación","sustantivo","orientación","https://dle.rae.es/orientaci%C3%B3n#RCN7kFg","",""
"calendario","sustantivo","calendario","https://dle.rae.es/calendario#6ltMo8A","",""
"particularmente","adverbio","particularmente","https://dle.rae.es/particularmente#S0UlMWo","",""
"digno","adjetivo","digno","https://dle.rae.es/digno#DldD5zV","",""
"grito","sustantivo","grito","https://dle.rae.es/grito#JYy1mZh","",""
"vitamina","sustantivo","vitamina","https://dle.rae.es/vitamina#bwNCGyE","",""
"copia","sustantivo","copia","https://dle.rae.es/copia#AknZiIz","",""
"techo","sustantivo","techo","https://dle.rae.es/techo#ZIMlMTu","",""
"baile","sustantivo","baile","https://dle.rae.es/baile#4nROyIQ","",""
"procedente","adjetivo","procedente","https://dle.rae.es/procedente#UEh4bZ3","",""
"aislado","adjetivo","aislado","https://dle.rae.es/aislado#1LXPUwV","",""
"varón","sustantivo","varón","https://dle.rae.es/var%C3%B3n#bOJpDhG","",""
"sal","sustantivo","sal","https://dle.rae.es/sal#X0g3a2Z","",""
"amante","sustantivo","amante","https://dle.rae.es/amante#2Dm6VRP","",""
"tumor","sustantivo","tumor","https://dle.rae.es/tumor#atnKpvy","",""
"fabricante","sustantivo","fabricante","https://dle.rae.es/fabricante#HRQulqE","",""
"concebir","verbo","concebir","https://dle.rae.es/concebir#A6TNzlI","0","pedir"
"fama","sustantivo","fama","https://dle.rae.es/fama#HZgs1k2","",""
"muro","sustantivo","muro","https://dle.rae.es/muro#Q7h4NJN","",""
"r","sustantivo","r","https://dle.rae.es/r#UxodZKT","",""
"remitir","verbo","remitir","https://dle.rae.es/remitir#Vu4Z0A0","0",""
"informático","adjetivo","informático","https://dle.rae.es/inform%C3%A1tico#LY8zQy3","",""
"localizar","verbo","localizar","https://dle.rae.es/localizar#NXnpqEu","0",""
"rasgo","sustantivo","rasgo","https://dle.rae.es/rasgo#VBX16fB","",""
"agresión","sustantivo","agresión","https://dle.rae.es/agresi%C3%B3n#19W3MaW","",""
"mortalidad","sustantivo","mortalidad","https://dle.rae.es/mortalidad#PsGiidK","",""
"satélite","sustantivo","satélite","https://dle.rae.es/sat%C3%A9lite#XKhtxMH","",""
"marchar","verbo","marchar","https://dle.rae.es/marchar#ONHxQ7e","0",""
"invitado","sustantivo","invitado","https://dle.rae.es/invitado#M4VroXG","",""
"esquina","sustantivo","esquina","https://dle.rae.es/esquina#GhgRxNs","",""
"aula","sustantivo","aula","https://dle.rae.es/aula#4OCO4gi","",""
"pesar","verbo","pesar","https://dle.rae.es/pesar#SmGC3aC","0",""
"atleta","sustantivo","atleta","https://dle.rae.es/atleta#4GQYkua","",""
"cartel","sustantivo","cartel","https://dle.rae.es/cartel#7joHZ1g","",""
"camión","sustantivo","camión","https://dle.rae.es/cami%C3%B3n#6y1pUlj","",""
"desempeño","sustantivo","desempeño","https://dle.rae.es/desempe%C3%B1o#CqSKDLk","",""
"urgente","adjetivo","urgente","https://dle.rae.es/urgente#b9QTgY9","",""
"encantar","verbo","encantar","https://dle.rae.es/encantar#Ez09pdw","0",""
"dulce","adjetivo","dulce","https://dle.rae.es/dulce#EFJn9Fq","",""
"doble","sustantivo","doble","https://dle.rae.es/doble#E2KwfZ9","",""
"extraer","verbo","extraer","https://dle.rae.es/extraer#HOFmHUL","0","traer"
"nervioso","adjetivo","nervioso","https://dle.rae.es/nervioso#QQY0yhf","",""
"fábrica","sustantivo","fábrica","https://dle.rae.es/f%C3%A1brica#HRJlIp7","",""
"negro","sustantivo","negro","https://dle.rae.es/negro#QN0nGts","",""
"metal","sustantivo","metal","https://dle.rae.es/metal#P556gcy","",""
"monto","sustantivo","monto","https://dle.rae.es/monto#PkV8vHK","",""
"entrevistar","verbo","entrevistar","https://dle.rae.es/entrevistar#FpCr9M2","0",""
"cadáver","sustantivo","cadáver","https://dle.rae.es/cad%C3%A1ver#6aTd1rb","",""
"ocasionar","verbo","ocasionar","https://dle.rae.es/ocasionar#QqmS88w","0",""
"previamente","adverbio","previamente","https://dle.rae.es/previamente#U9cYyjh","",""
"guitarra","sustantivo","guitarra","https://dle.rae.es/guitarra#Js6RJGg","",""
"cineasta","sustantivo","cineasta","https://dle.rae.es/cineasta#9FtbXc0","",""
"drama","sustantivo","drama","https://dle.rae.es/drama#EBgtUVr","",""
"radicar","verbo","radicar","https://dle.rae.es/radicar#V15I8x2","0",""
"cómodo","adjetivo","cómodo","https://dle.rae.es/c%C3%B3modo#9xrVNj5","",""
"patología","sustantivo","patología","https://dle.rae.es/patolog%C3%ADa#SAlV5kB","",""
"regular","adjetivo","regular","https://dle.rae.es/regular#VkMn9cm","",""
"visible","adjetivo","visible","https://dle.rae.es/visible#bv7LpkM","",""
"referente","sustantivo","referente","https://dle.rae.es/referente#VcFfAEd","",""
"probabilidad","sustantivo","probabilidad","https://dle.rae.es/probabilidad#UDu5ucA","",""
"inmenso","adjetivo","inmenso","https://dle.rae.es/inmenso#LeSC2pY","",""
"variado","adjetivo","variado","https://dle.rae.es/variado#bNWHwJe","",""
"extenso","adjetivo","extenso","https://dle.rae.es/extenso#HMJJ9Rv","",""
"gabinete","sustantivo","gabinete","https://dle.rae.es/gabinete#Ig6YnwQ","",""
"herir","verbo","herir","https://dle.rae.es/herir#KCqQLb3","0","sentir"
"potencial","adjetivo","potencial","https://dle.rae.es/potencial#Trg1grH","",""
"ruido","sustantivo","ruido","https://dle.rae.es/ruido#WoW1aWq","",""
"placa","sustantivo","placa","https://dle.rae.es/placa#THb1M87","",""
"parcial","adjetivo","parcial","https://dle.rae.es/parcial#RtqUTs5","",""
"hipótesis","sustantivo","hipótesis","https://dle.rae.es/hip%C3%B3tesis#KUtnGU1","",""
"tropa","sustantivo","tropa","https://dle.rae.es/tropa#anVSlNU","",""
"proveniente","adjetivo","proveniente","https://dle.rae.es/proveniente#UThQcWO","",""
"ético","adjetivo","ético","https://dle.rae.es/%C3%A9tico#H3y8Ijj","",""
"magnitud","sustantivo","magnitud","https://dle.rae.es/magnitud#NucYiO7","",""
"ansiedad","sustantivo","ansiedad","https://dle.rae.es/ansiedad#2l0oQtn","",""
"residuo","sustantivo","residuo","https://dle.rae.es/residuo#W9sEaKE","",""
"enterar","verbo","enterar","https://dle.rae.es/enterar#FhHMA3U","0",""
"mágico","adjetivo","mágico","https://dle.rae.es/m%C3%A1gico#NstmVML","",""
"israelí","adjetivo","israelí","https://dle.rae.es/israel%C3%AD#MCtVw1g","",""
"alza","sustantivo","alza","https://dle.rae.es/alza#2AVqOC4","",""
"montaje","sustantivo","montaje","https://dle.rae.es/montaje#Pis37U6","",""
"soporte","sustantivo","soporte","https://dle.rae.es/soporte#YP8N1Ve","",""
"mérito","sustantivo","mérito","https://dle.rae.es/m%C3%A9rito#P0mceZI","",""
"electricidad","sustantivo","electricidad","https://dle.rae.es/electricidad#ETfiNgk","",""
"expulsar","verbo","expulsar","https://dle.rae.es/expulsar#HLYTD5l","0",""
"terrorista","adjetivo","terrorista","https://dle.rae.es/terrorista#Zd3qw3X","",""
"trama","sustantivo","trama","https://dle.rae.es/trama#aGGFujE","",""
"diferenciar","verbo","diferenciar","https://dle.rae.es/diferenciar#DjcR8zI","0","anunciar"
"severo","adjetivo","severo","https://dle.rae.es/severo#XkW4kQj","",""
"enfatizar","verbo","enfatizar","https://dle.rae.es/enfatizar#FH5H9ku","0",""
"empatar","verbo","empatar","https://dle.rae.es/empatar#EmxsNCx","0",""
"sueldo","sustantivo","sueldo","https://dle.rae.es/sueldo#Ye8fXu5","",""
"show","sustantivo","show","https://dle.rae.es/show#XmF75Yc","",""
"estructural","adjetivo","estructural","https://dle.rae.es/estructural#H0ve9fb","",""
"íntimo","adjetivo","íntimo","https://dle.rae.es/%C3%ADntimo#LyMT3PN","",""
"cualquiera","sustantivo","cualquiera","https://dle.rae.es/cualquiera#BRgGL9X","",""
"gravedad","sustantivo","gravedad","https://dle.rae.es/gravedad#JVTH24s","",""
"ti","pronombre personal","ti","https://dle.rae.es/ti#ZhjwWgn","",""
"plantel","sustantivo","plantel","https://dle.rae.es/plantel#TKbGu70","",""
"escultura","sustantivo","escultura","https://dle.rae.es/escultura#GMzUs2l","",""
"necesariamente","adverbio","necesariamente","https://dle.rae.es/necesariamente#QKKcOJZ","",""
"adulto","adjetivo","adulto","https://dle.rae.es/adulto#0riC970","",""
"absolutamente","adverbio","absolutamente","https://dle.rae.es/absolutamente#0CQiu5r","",""
"teórico","adjetivo","teórico","https://dle.rae.es/te%C3%B3rico#ZVOUtcL","",""
"litro","sustantivo","litro","https://dle.rae.es/litro#NSNt8yR","",""
"regalar","verbo","regalar","https://dle.rae.es/regalar#Vgmi2Af","0",""
"tranquilidad","sustantivo","tranquilidad","https://dle.rae.es/tranquilidad#aHzSJ1C","",""
"territorial","adjetivo","territorial","https://dle.rae.es/territorial#ZckK6kR","",""
"giro","sustantivo","giro","https://dle.rae.es/giro#JDUFomi","",""
"concepción","sustantivo","concepción","https://dle.rae.es/concepci%C3%B3n#A78eKQc","",""
"girar","verbo","girar","https://dle.rae.es/girar#JDHNQRM","0",""
"alterar","verbo","alterar","https://dle.rae.es/alterar#26cHVTU","0",""
"desempleo","sustantivo","desempleo","https://dle.rae.es/desempleo#CqcM6S7","",""
"felicidad","sustantivo","felicidad","https://dle.rae.es/felicidad#Hj4JtKk","",""
"inclusión","sustantivo","inclusión","https://dle.rae.es/inclusi%C3%B3n#LFW63CN","",""
"resumir","verbo","resumir","https://dle.rae.es/resumir#WFYe5Ne","0",""
"desaparición","sustantivo","desaparición","https://dle.rae.es/desaparici%C3%B3n#CReCZe5","",""
"corporación","sustantivo","corporación","https://dle.rae.es/corporaci%C3%B3n#Aw1zstZ","",""
"banca","sustantivo","banca","https://dle.rae.es/banca#4wPQky6","",""
"corredor","sustantivo","corredor","https://dle.rae.es/corredor#AxUOPpI","",""
"regalo","sustantivo","regalo","https://dle.rae.es/regalo#Vh83pp0","",""
"eficacia","sustantivo","eficacia","https://dle.rae.es/eficacia#EPQzi07","",""
"republicano","adjetivo","republicano","https://dle.rae.es/republicano#W5kkZpp","",""
"reglamento","sustantivo","reglamento","https://dle.rae.es/reglamento#VjD9c3O","",""
"risa","sustantivo","risa","https://dle.rae.es/risa#WVeu9LN","",""
"eliminación","sustantivo","eliminación","https://dle.rae.es/eliminaci%C3%B3n#EXZ782c","",""
"ignorar","verbo","ignorar","https://dle.rae.es/ignorar#KwHqFub","0",""
"destrucción","sustantivo","destrucción","https://dle.rae.es/destrucci%C3%B3n#DVQXGAk","",""
"restar","verbo","restar","https://dle.rae.es/restar#WE9qmoK","0",""
"decisivo","adjetivo","decisivo","https://dle.rae.es/decisivo#BxPNBIF","",""
"rayo","sustantivo","rayo","https://dle.rae.es/rayo#VF9H3Gw","",""
"polvo","sustantivo","polvo","https://dle.rae.es/polvo#TbjKO0T","",""
"bailarín","sustantivo","bailarín","https://dle.rae.es/bailar%C3%ADn#4nOn6Bt","",""
"planear","verbo","planear","https://dle.rae.es/planear#TJdEPhH","0",""
"fotógrafo","sustantivo","fotógrafo","https://dle.rae.es/fot%C3%B3grafo#IK8K2Fk","",""
"oral","adjetivo","oral","https://dle.rae.es/oral#R8VaC2s","",""
"preparado","adjetivo","preparado","https://dle.rae.es/preparado#U3k3L9I","",""
"inventar","verbo","inventar","https://dle.rae.es/inventar#M2pvUFr","0",""
"síndrome","sustantivo","síndrome","https://dle.rae.es/s%C3%ADndrome#Xxq1Q5A","",""
"huir","verbo","huir","https://dle.rae.es/huir#KmZs0cy","0","construir"
"lógico","sustantivo","lógico","https://dle.rae.es/l%C3%B3gico#NZEWqRA","",""
"cristiano","adjetivo","cristiano","https://dle.rae.es/cristiano#BJdp4vC","",""
"deterioro","sustantivo","deterioro","https://dle.rae.es/deterioro#Da8X0Ck","",""
"convenir","verbo","convenir","https://dle.rae.es/convenir#AgCDUpC","0","venir"
"asignar","verbo","asignar","https://dle.rae.es/asignar#3zmNLMJ","0",""
"rango","sustantivo","rango","https://dle.rae.es/rango#V7xwLhM","",""
"quemar","verbo","quemar","https://dle.rae.es/quemar#Un85JJr","0",""
"once","numeral","once","https://dle.rae.es/once#R3aRnep","",""
"pelo","sustantivo","pelo","https://dle.rae.es/pelo#SPSNBuG","",""
"rama","sustantivo","rama","https://dle.rae.es/rama#V5aDHaU","",""
"valle","sustantivo","valle","https://dle.rae.es/valle#bJKMiy9","",""
"finanza","sustantivo","finanza","https://dle.rae.es/finanza#HxjppNI","",""
"sentenciar","verbo","sentenciar","https://dle.rae.es/sentenciar#Xb7ikM1","0","anunciar"
"desplegar","verbo","desplegar","https://dle.rae.es/desplegar#DNRlXZo","0","acertar"
"barato","adjetivo","barato","https://dle.rae.es/barato#51K1DiJ","",""
"orgullo","sustantivo","orgullo","https://dle.rae.es/orgullo#RCAtZVD","",""
"depósito","sustantivo","depósito","https://dle.rae.es/dep%C3%B3sito#CFg5bfg","",""
"acelerar","verbo","acelerar","https://dle.rae.es/acelerar#0MSHpB9","0",""
"tributario","adjetivo","tributario","https://dle.rae.es/tributario#acPcRqA","",""
"contratación","sustantivo","contratación","https://dle.rae.es/contrataci%C3%B3n#AdKJH3h","",""
"tenis","sustantivo","tenis","https://dle.rae.es/tenis#ZTQHXFp","",""
"transportar","verbo","transportar","https://dle.rae.es/transportar#aMgmTGw","0",""
"ligero","adjetivo","ligero","https://dle.rae.es/ligero#NIVZq3a","",""
"torre","sustantivo","torre","https://dle.rae.es/torre#a7GrYmZ","",""
"exactamente","adverbio","exactamente","https://dle.rae.es/exactamente#HANsDGj","",""
"precisión","sustantivo","precisión","https://dle.rae.es/precisi%C3%B3n#TwDpXuM","",""
"reír","verbo","reír","https://dle.rae.es/re%C3%ADr#VnAMCA7","0","sonreír"
"exclusivamente","adverbio","exclusivamente","https://dle.rae.es/exclusivamente#HCoVZSG","",""
"tormenta","sustantivo","tormenta","https://dle.rae.es/tormenta#a5NjB1P","",""
"gráfico","adjetivo","gráfico","https://dle.rae.es/gr%C3%A1fico#JPeHrNL","",""
"renovación","sustantivo","renovación","https://dle.rae.es/renovaci%C3%B3n#Vxoe2IE","",""
"huelga","sustantivo","huelga","https://dle.rae.es/huelga#Kl3XBMh","",""
"mas","conjunción","mas","https://dle.rae.es/mas#OWE2P4C","",""
"nube","sustantivo","nube","https://dle.rae.es/nube#QgpwJRv","",""
"lejano","adjetivo","lejano","https://dle.rae.es/lejano#N606Ldt","",""
"geográfico","adjetivo","geográfico","https://dle.rae.es/geogr%C3%A1fico#J7OaIcO","",""
"especialidad","sustantivo","especialidad","https://dle.rae.es/especialidad#GWV9FJm","",""
"suceso","sustantivo","suceso","https://dle.rae.es/suceso#Yc9hj5u","",""
"poético","adjetivo","poético","https://dle.rae.es/po%C3%A9tico#TUdy05h","",""
"curioso","adjetivo","curioso","https://dle.rae.es/curioso#Bjrf1Bx","",""
"marido","sustantivo","marido","https://dle.rae.es/marido#OPnl0mR","",""
"acá","adverbio","acá","https://dle.rae.es/ac%C3%A1#0EjKfwP","",""
"conservador","adjetivo","conservador","https://dle.rae.es/conservador#APLCLZ9","",""
"obligado","adjetivo","obligado","https://dle.rae.es/obligado#QnRgHlB","",""
"editar","verbo","editar","https://dle.rae.es/editar#ENiqxh2","0",""
"moderado","adjetivo","moderado","https://dle.rae.es/moderado#PTw2u4z","",""
"alemán","sustantivo","alemán","https://dle.rae.es/alem%C3%A1n#1hn1XWS","",""
"albergar","verbo","albergar","https://dle.rae.es/albergar#1XEBIvA","0",""
"patria","sustantivo","patria","https://dle.rae.es/patria#SB0N7OP","",""
"limpieza","sustantivo","limpieza","https://dle.rae.es/limpieza#NLQ6rf0","",""
"gritar","verbo","gritar","https://dle.rae.es/gritar#JYq8Ucq","0",""
"terrestre","adjetivo","terrestre","https://dle.rae.es/terrestre#ZcMg2Cc","",""
"videojuego","sustantivo","videojuego","https://dle.rae.es/videojuego#bmnbNU7","",""
"corporal","adjetivo","corporal","https://dle.rae.es/corporal#Aw43OTz","",""
"ayuntamiento","sustantivo","ayuntamiento","https://dle.rae.es/ayuntamiento#4ciLhEx","",""
"vulnerable","adjetivo","vulnerable","https://dle.rae.es/vulnerable#c5dW2by","",""
"oficial","sustantivo","oficial","https://dle.rae.es/oficial#QvWA4QX","",""
"demasiado","cuantificador","demasiado","https://dle.rae.es/demasiado#C8sjljP","",""
"respiratorio","adjetivo","respiratorio","https://dle.rae.es/respiratorio#WCW7Q2F","",""
"tesis","sustantivo","tesis","https://dle.rae.es/tesis#ZeE19CB","",""
"anteriormente","adverbio","anteriormente","https://dle.rae.es/anteriormente#2oBUVBS","",""
"fibra","sustantivo","fibra","https://dle.rae.es/fibra#HqB45Xx","",""
"financiamiento","sustantivo","financiamiento","https://dle.rae.es/financiamiento#Hxc9NIh","",""
"mínimo","sustantivo","mínimo","https://dle.rae.es/m%C3%ADnimo#PJgUkzI","",""
"retorno","sustantivo","retorno","https://dle.rae.es/retorno#WIa75XW","",""
"debutar","verbo","debutar","https://dle.rae.es/debutar#BuVohPG","0",""
"ascenso","sustantivo","ascenso","https://dle.rae.es/ascenso#3vohT9m","",""
"hielo","sustantivo","hielo","https://dle.rae.es/hielo#KMEWUGm","",""
"supuesto","adjetivo","supuesto","https://dle.rae.es/supuesto#YmdRwDm","",""
"creencia","sustantivo","creencia","https://dle.rae.es/creencia#BDmkp0F","",""
"deber","sustantivo","deber","https://dle.rae.es/deber#Bu8i6DA","",""
"asiático","adjetivo","asiático","https://dle.rae.es/asi%C3%A1tico#3zUTVe8","",""
"potente","adjetivo","potente","https://dle.rae.es/potente#Trp9zqo","",""
"matemático","sustantivo","matemático","https://dle.rae.es/matem%C3%A1tico#ObS8ajk","",""
"procesar","verbo","procesar","https://dle.rae.es/procesar#UFNAeKx","0",""
"cardiovascular","adjetivo","cardiovascular","https://dle.rae.es/cardiovascular#7Vl0mbB","",""
"evidenciar","verbo","evidenciar","https://dle.rae.es/evidenciar#H9bNNE2","0","anunciar"
"quince","numeral","quince","https://dle.rae.es/quince#UsjbEQ0","",""
"adquisición","sustantivo","adquisición","https://dle.rae.es/adquisici%C3%B3n#0piERF2","",""
"originar","verbo","originar","https://dle.rae.es/originar#RDHj7Xt","0",""
"recinto","sustantivo","recinto","https://dle.rae.es/recinto#VRPLnt7","",""
"incorporación","sustantivo","incorporación","https://dle.rae.es/incorporaci%C3%B3n#LJSlclp","",""
